auctn_seq,corp_cd,corp_gds_cd,corp_gds_item_nm,corp_gds_vrty_nm,corp_nm,gds_lclsf_cd,gds_lclsf_nm,gds_mclsf_cd,gds_mclsf_nm,gds_sclsf_cd,gds_sclsf_nm,mdfcn_dt,pkg_cd,pkg_nm,plor_cd,plor_nm,qty,scsbd_dt,scsbd_prc,spm_no,trd_clcln_ymd,trd_se,unit_cd,unit_nm,unit_qty,whsl_mrkt_cd,whsl_mrkt_nm
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:04:12,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:06:02,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:44:28,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:06:02,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:26:20,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:46:57,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 10:03:57,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:44:28,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 10:03:57,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:26:20,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 10:03:57,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 10:03:57,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:06:02,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:44:28,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:25:04,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:25:04,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:44:28,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:44:28,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:04:12,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:25:04,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:46:57,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:25:04,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:25:04,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:06:02,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:46:57,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:26:20,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:44:28,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:25:04,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:26:20,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:04:12,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:46:57,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 10:03:57,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 10:03:57,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:04:12,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:04:12,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:26:20,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:04:12,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:44:28,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 07:45:01,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 10:03:57,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:25:04,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:26:20,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 07:45:01,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 07:45:01,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:46:57,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:06:02,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:46:57,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:26:20,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:04:12,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:26:20,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:04:12,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 10:03:57,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:26:20,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 07:45:01,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 07:25:47,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:26:20,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:26:20,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 07:45:01,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 10:03:57,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 08:04:12,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:06:02,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:06:02,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:44:28,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:26:20,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 09:26:20,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
003,23000301,70419,조미채류,햇마늘대서,㈜부평농산,12,조미채소류,09,마늘,22,햇마늘 대서,2026-05-18 07:25:47,105,그물망,403000,인천광역시 부평구,60.000,2026-05-18 07:14:45,14000.000,411001,2026-05-18,경매,12,kg,4.000,230003,인천삼산
